date,Big data,Quantum computing,Artificial General Intelligence,Cryptocurrency,Blockchain,isPartial_x,__batch_id___x,Metaverse,Edge computing,Generative AI,Chatbot,isPartial_y,__batch_id___y,Augmented reality,__batch_id__
2015-01-01,10,0,0,0,1,False,1,0.0,0.0,0.0,0.5065040650406504,False,2,2.0260162601626015,3
2015-02-01,11,0,0,0,1,False,1,0.0,0.0,0.0,0.5065040650406504,False,2,2.0260162601626015,3
2015-03-01,11,0,0,0,1,False,1,0.0,0.0,0.0,0.5065040650406504,False,2,2.0260162601626015,3
2015-04-01,11,0,0,0,1,False,1,0.0,0.0,0.0,0.5065040650406504,False,2,2.0260162601626015,3
2015-05-01,10,1,0,0,1,False,1,0.0,0.0,0.0,0.5065040650406504,False,2,2.0260162601626015,3
2015-06-01,10,0,0,0,1,False,1,0.0,0.0,0.0,0.5065040650406504,False,2,1.5195121951219512,3
2015-07-01,9,0,0,0,2,False,1,0.0,0.0,0.0,0.5065040650406504,False,2,1.5195121951219512,3
2015-08-01,9,0,0,0,2,False,1,0.0,0.0,0.0,0.5065040650406504,False,2,1.5195121951219512,3
2015-09-01,11,1,0,0,2,False,1,0.0,0.0,0.0,0.5065040650406504,False,2,2.0260162601626015,3
2015-10-01,11,1,0,0,3,False,1,0.0,0.0,0.0,0.5065040650406504,False,2,2.0260162601626015,3
2015-11-01,10,1,0,0,3,False,1,0.0,0.0,0.0,0.5065040650406504,False,2,2.0260162601626015,3
2015-12-01,9,1,0,0,4,False,1,0.0,0.0,0.0,0.5065040650406504,False,2,1.5195121951219512,3
2016-01-01,9,0,0,0,3,False,1,0.0,0.0,0.0,0.5065040650406504,False,2,1.5195121951219512,3
2016-02-01,11,0,0,1,4,False,1,0.0,0.0,0.0,0.5065040650406504,False,2,2.0260162601626015,3
2016-03-01,10,0,0,1,4,False,1,0.0,0.0,0.0,1.0130081300813008,False,2,2.0260162601626015,3
2016-04-01,11,1,0,1,5,False,1,0.0,0.0,0.0,1.0130081300813008,False,2,2.0260162601626015,3
2016-05-01,10,1,0,1,6,False,1,0.0,0.0,0.0,1.0130081300813008,False,2,2.0260162601626015,3
2016-06-01,11,0,0,1,6,False,1,0.0,0.0,0.0,1.0130081300813008,False,2,2.0260162601626015,3
2016-07-01,9,0,0,1,5,False,1,0.0,0.0,0.0,1.0130081300813008,False,2,4.052032520325203,3
2016-08-01,9,0,0,1,5,False,1,0.0,0.0,0.0,1.0130081300813008,False,2,3.0390243902439025,3
2016-09-01,11,1,0,1,6,False,1,0.0,0.0,0.0,1.0130081300813008,False,2,2.5325203252032518,3
2016-10-01,11,0,0,1,7,False,1,0.0,0.0,0.0,1.5195121951219512,False,2,2.5325203252032518,3
2016-11-01,12,0,0,1,8,False,1,0.0,0.0,0.0,1.5195121951219512,False,2,2.5325203252032518,3
2016-12-01,10,0,0,1,8,False,1,0.0,0.0,0.0,1.5195121951219512,False,2,2.5325203252032518,3
2017-01-01,11,0,0,1,8,False,1,0.0,0.0,0.0,1.5195121951219512,False,2,2.5325203252032518,3
2017-02-01,12,1,0,1,9,False,1,0.0,0.0,0.0,2.0260162601626015,False,2,2.5325203252032518,3
2017-03-01,12,1,0,2,10,False,1,0.0,0.0,0.0,2.5325203252032518,False,2,3.0390243902439025,3
2017-04-01,11,1,0,3,10,False,1,0.0,0.0,0.0,2.0260162601626015,False,2,3.0390243902439025,3
2017-05-01,11,1,0,8,14,False,1,0.0,0.0,0.0,2.5325203252032518,False,2,2.5325203252032518,3
2017-06-01,10,1,0,15,17,False,1,0.0,0.0,0.0,2.5325203252032518,False,2,3.0390243902439025,3
2017-07-01,10,1,0,13,14,False,1,0.0,0.0,0.0,2.5325203252032518,False,2,2.5325203252032518,3
2017-08-01,10,1,0,19,17,False,1,0.0,0.0,0.0,3.0390243902439025,False,2,2.5325203252032518,3
2017-09-01,11,1,0,20,20,False,1,0.0,0.0,0.0,3.0390243902439025,False,2,5.0650406504065035,3
2017-10-01,12,1,0,18,25,False,1,0.5065040650406504,0.0,0.0,3.0390243902439025,False,2,4.052032520325203,3
2017-11-01,12,1,0,31,31,False,1,0.5065040650406504,0.5065040650406504,0.0,3.0390243902439025,False,2,4.052032520325203,3
2017-12-01,9,1,0,94,51,False,1,0.0,0.0,0.0,3.0390243902439025,False,2,3.5455284552845527,3
2018-01-01,10,1,0,100,48,False,1,0.5065040650406504,0.5065040650406504,0.0,3.5455284552845527,False,2,3.5455284552845527,3
2018-02-01,11,1,0,51,32,False,1,0.0,0.5065040650406504,0.0,3.5455284552845527,False,2,3.5455284552845527,3
2018-03-01,12,1,0,29,29,False,1,0.0,0.5065040650406504,0.0,3.5455284552845527,False,2,3.0390243902439025,3
2018-04-01,10,1,0,22,24,False,1,0.0,0.5065040650406504,0.0,3.0390243902439025,False,2,3.0390243902439025,3
2018-05-01,10,1,0,19,26,False,1,0.0,0.5065040650406504,0.0,3.0390243902439025,False,2,3.0390243902439025,3
2018-06-01,9,1,0,15,23,False,1,0.0,0.5065040650406504,0.0,3.0390243902439025,False,2,2.5325203252032518,3
2018-07-01,9,1,0,14,22,False,1,0.0,0.5065040650406504,0.0,3.0390243902439025,False,2,2.5325203252032518,3
2018-08-01,10,1,0,13,21,False,1,0.0,0.5065040650406504,0.0,3.0390243902439025,False,2,2.5325203252032518,3
2018-09-01,11,1,0,13,22,False,1,0.0,0.5065040650406504,0.0,3.5455284552845527,False,2,3.0390243902439025,3
2018-10-01,12,1,0,11,22,False,1,0.0,0.5065040650406504,0.0,3.5455284552845527,False,2,3.0390243902439025,3
2018-11-01,11,1,0,12,21,False,1,0.0,0.5065040650406504,0.0,3.0390243902439025,False,2,3.0390243902439025,3
2018-12-01,9,1,0,10,16,False,1,0.0,0.5065040650406504,0.0,2.5325203252032518,False,2,2.5325203252032518,3
2019-01-01,9,1,0,9,16,False,1,0.0,0.5065040650406504,0.0,3.0390243902439025,False,2,2.5325203252032518,3
2019-02-01,10,1,0,10,17,False,1,0.0,0.5065040650406504,0.0,3.5455284552845527,False,2,3.0390243902439025,3
2019-03-01,10,1,0,8,16,False,1,0.0,0.5065040650406504,0.0,3.5455284552845527,False,2,3.0390243902439025,3
2019-04-01,10,1,0,9,19,False,1,0.0,0.5065040650406504,0.0,3.5455284552845527,False,2,2.5325203252032518,3
2019-05-01,10,1,0,11,20,False,1,0.0,0.5065040650406504,0.0,3.5455284552845527,False,2,2.5325203252032518,3
2019-06-01,9,1,0,13,19,False,1,0.0,0.5065040650406504,0.0,3.5455284552845527,False,2,2.5325203252032518,3
2019-07-01,9,1,0,10,15,False,1,0.0,0.5065040650406504,0.0,3.5455284552845527,False,2,2.5325203252032518,3
2019-08-01,9,1,0,8,14,False,1,0.0,0.5065040650406504,0.0,3.5455284552845527,False,2,2.5325203252032518,3
2019-09-01,10,1,0,7,15,False,1,0.0,0.5065040650406504,0.0,3.5455284552845527,False,2,3.0390243902439025,3
2019-10-01,10,2,0,7,14,False,1,0.0,0.5065040650406504,0.0,3.5455284552845527,False,2,2.5325203252032518,3
2019-11-01,12,1,0,7,15,False,1,0.0,0.5065040650406504,0.0,3.5455284552845527,False,2,3.0390243902439025,3
2019-12-01,9,1,0,7,13,False,1,0.0,0.5065040650406504,0.0,3.5455284552845527,False,2,2.5325203252032518,3
2020-01-01,10,1,0,8,13,False,1,0.0,0.5065040650406504,0.0,4.052032520325203,False,2,2.5325203252032518,3
2020-02-01,10,1,0,8,14,False,1,0.0,0.5065040650406504,0.0,4.052032520325203,False,2,2.5325203252032518,3
2020-03-01,9,1,0,9,12,False,1,0.0,0.5065040650406504,0.0,4.052032520325203,False,2,2.5325203252032518,3
2020-04-01,9,1,0,9,13,False,1,0.0,0.5065040650406504,0.0,4.052032520325203,False,2,2.5325203252032518,3
2020-05-01,8,1,0,10,13,False,1,0.0,0.5065040650406504,0.0,4.052032520325203,False,2,2.5325203252032518,3
2020-06-01,9,1,0,8,13,False,1,0.0,0.5065040650406504,0.0,4.558536585365854,False,2,2.5325203252032518,3
2020-07-01,8,1,0,10,14,False,1,0.0,0.5065040650406504,0.0,4.052032520325203,False,2,3.0390243902439025,3
2020-08-01,8,1,0,12,14,False,1,0.0,0.5065040650406504,0.0,4.052032520325203,False,2,2.0260162601626015,3
2020-09-01,10,1,0,10,12,False,1,0.0,0.5065040650406504,0.0,4.052032520325203,False,2,2.5325203252032518,3
2020-10-01,9,1,0,9,12,False,1,0.0,0.5065040650406504,0.0,3.5455284552845527,False,2,2.5325203252032518,3
2020-11-01,8,1,0,13,15,False,1,0.0,0.5065040650406504,0.0,3.5455284552845527,False,2,2.0260162601626015,3
2020-12-01,7,1,0,16,15,False,1,0.0,0.5065040650406504,0.0,3.0390243902439025,False,2,2.0260162601626015,3
2021-01-01,7,1,0,34,22,False,1,0.0,0.5065040650406504,0.0,3.5455284552845527,False,2,2.0260162601626015,3
2021-02-01,8,1,0,49,30,False,1,0.5065040650406504,0.5065040650406504,0.0,3.5455284552845527,False,2,2.0260162601626015,3
2021-03-01,8,1,0,32,26,False,1,0.5065040650406504,0.5065040650406504,0.0,3.5455284552845527,False,2,2.0260162601626015,3
2021-04-01,8,1,0,54,26,False,1,2.5325203252032518,0.5065040650406504,0.0,3.5455284552845527,False,2,2.0260162601626015,3
2021-05-01,8,1,0,89,27,False,1,2.0260162601626015,0.5065040650406504,0.0,3.5455284552845527,False,2,2.0260162601626015,3
2021-06-01,8,1,0,40,20,False,1,0.5065040650406504,0.5065040650406504,0.0,3.5455284552845527,False,2,2.0260162601626015,3
2021-07-01,7,1,0,25,16,False,1,1.0130081300813008,0.5065040650406504,0.0,3.5455284552845527,False,2,2.0260162601626015,3
2021-08-01,7,1,0,30,18,False,1,2.0260162601626015,0.5065040650406504,0.0,3.5455284552845527,False,2,2.0260162601626015,3
2021-09-01,8,1,0,30,20,False,1,2.0260162601626015,1.0130081300813008,0.0,3.5455284552845527,False,2,2.0260162601626015,3
2021-10-01,9,1,0,44,22,False,1,17.22113821138211,0.5065040650406504,0.0,3.5455284552845527,False,2,2.5325203252032518,3
2021-11-01,9,1,0,58,25,False,1,35.45528455284553,1.0130081300813008,0.0,3.5455284552845527,False,2,2.5325203252032518,3
2021-12-01,8,1,0,35,23,False,1,35.45528455284553,0.5065040650406504,0.0,3.5455284552845527,False,2,2.0260162601626015,3
2022-01-01,9,1,0,40,29,False,1,48.11788617886179,1.0130081300813008,0.0,4.052032520325203,False,2,2.5325203252032518,3
2022-02-01,11,1,0,35,28,False,1,34.44227642276422,1.0130081300813008,0.0,4.052032520325203,False,2,3.0390243902439025,3
2022-03-01,11,1,0,26,26,False,1,22.286178861788617,1.0130081300813008,0.0,4.558536585365854,False,2,3.0390243902439025,3
2022-04-01,11,1,0,23,24,False,1,18.740650406504063,1.0130081300813008,0.0,4.558536585365854,False,2,2.5325203252032518,3
2022-05-01,10,1,0,27,24,False,1,15.19512195121951,1.0130081300813008,0.0,4.052032520325203,False,2,2.5325203252032518,3
2022-06-01,9,1,0,20,20,False,1,12.15609756097561,1.0130081300813008,0.0,4.558536585365854,False,2,2.5325203252032518,3
2022-07-01,8,2,0,15,18,False,1,10.636585365853659,0.5065040650406504,0.0,4.052032520325203,False,2,2.0260162601626015,3
2022-08-01,8,1,0,14,17,False,1,10.636585365853659,1.0130081300813008,0.0,4.052032520325203,False,2,2.0260162601626015,3
2022-09-01,10,1,0,14,18,False,1,10.636585365853659,0.5065040650406504,0.0,4.052032520325203,False,2,2.5325203252032518,3
2022-10-01,10,1,0,11,17,False,1,13.16910569105691,0.5065040650406504,0.0,3.5455284552845527,False,2,2.5325203252032518,3
2022-11-01,9,1,0,15,18,False,1,11.649593495934958,0.5065040650406504,0.5065040650406504,4.052032520325203,False,2,2.5325203252032518,3
2022-12-01,8,1,0,12,15,False,1,9.623577235772357,0.5065040650406504,0.5065040650406504,11.649593495934958,False,2,2.0260162601626015,3
2023-01-01,9,2,0,12,15,False,1,7.597560975609755,1.0130081300813008,0.5065040650406504,15.701626016260162,False,2,2.0260162601626015,3
2023-02-01,9,2,0,11,16,False,1,7.597560975609755,1.0130081300813008,1.5195121951219512,21.273170731707317,False,2,2.5325203252032518,3
2023-03-01,8,2,0,11,15,False,1,7.0910569105691055,0.5065040650406504,2.0260162601626015,16.714634146341464,False,2,2.0260162601626015,3
2023-04-01,8,1,0,11,14,False,1,5.571544715447154,0.5065040650406504,2.5325203252032518,15.19512195121951,False,2,2.0260162601626015,3
2023-05-01,9,2,0,9,14,False,1,5.0650406504065035,0.5065040650406504,4.558536585365854,14.68861788617886,False,2,2.0260162601626015,3
2023-06-01,9,2,0,9,14,False,1,4.558536585365854,0.5065040650406504,7.597560975609755,12.15609756097561,False,2,2.5325203252032518,3
2023-07-01,9,2,0,9,14,False,1,4.558536585365854,0.5065040650406504,6.584552845528455,12.15609756097561,False,2,2.0260162601626015,3
2023-08-01,8,2,0,9,14,False,1,3.5455284552845527,0.5065040650406504,6.584552845528455,10.130081300813007,False,2,2.0260162601626015,3
2023-09-01,9,2,0,8,14,False,1,3.5455284552845527,0.5065040650406504,6.584552845528455,11.143089430894308,False,2,2.0260162601626015,3
2023-10-01,9,2,0,8,14,False,1,5.0650406504065035,0.5065040650406504,6.584552845528455,11.143089430894308,False,2,2.0260162601626015,3
2023-11-01,8,2,0,9,13,False,1,3.5455284552845527,0.5065040650406504,6.078048780487805,11.649593495934958,False,2,2.0260162601626015,3
2023-12-01,7,2,0,10,14,False,1,3.0390243902439025,0.5065040650406504,6.078048780487805,9.623577235772357,False,2,2.0260162601626015,3
2024-01-01,8,2,0,10,14,False,1,4.052032520325203,0.5065040650406504,7.0910569105691055,10.636585365853659,False,2,2.0260162601626015,3
2024-02-01,8,2,0,10,17,False,1,3.0390243902439025,0.5065040650406504,8.104065040650406,11.649593495934958,False,2,2.5325203252032518,3
2024-03-01,8,2,0,13,19,False,1,3.0390243902439025,0.5065040650406504,7.597560975609755,11.143089430894308,False,2,2.5325203252032518,3
2024-04-01,8,2,0,9,18,False,1,3.0390243902439025,0.5065040650406504,7.597560975609755,11.649593495934958,False,2,2.0260162601626015,3
2024-05-01,8,2,0,8,16,False,1,2.5325203252032518,0.5065040650406504,7.597560975609755,11.649593495934958,False,2,2.0260162601626015,3
2024-06-01,7,2,0,8,15,False,1,2.5325203252032518,0.5065040650406504,8.104065040650406,11.143089430894308,False,2,2.0260162601626015,3
2024-07-01,6,2,0,9,15,False,1,2.5325203252032518,0.5065040650406504,8.104065040650406,10.636585365853659,False,2,2.0260162601626015,3
2024-08-01,7,2,0,8,16,False,1,2.5325203252032518,0.5065040650406504,6.584552845528455,11.143089430894308,False,2,1.5195121951219512,3
2024-09-01,8,2,0,8,16,False,1,2.0260162601626015,0.5065040650406504,6.584552845528455,10.636585365853659,False,2,2.0260162601626015,3
2024-10-01,8,2,0,7,15,False,1,2.0260162601626015,0.5065040650406504,7.0910569105691055,12.15609756097561,False,2,2.0260162601626015,3
2024-11-01,7,3,0,13,16,False,1,2.0260162601626015,0.5065040650406504,6.584552845528455,12.66260162601626,False,2,2.0260162601626015,3
2024-12-01,6,7,0,15,18,False,1,2.0260162601626015,0.5065040650406504,6.584552845528455,12.15609756097561,False,2,1.5195121951219512,3
