article,year,month,views,buzzword
Edge_computing,2017,6,11274,Edge computing
Edge_computing,2017,7,10211,Edge computing
Edge_computing,2017,8,13930,Edge computing
Edge_computing,2017,9,12873,Edge computing
Edge_computing,2017,10,16816,Edge computing
Edge_computing,2017,11,16908,Edge computing
Edge_computing,2017,12,13920,Edge computing
Edge_computing,2018,1,18924,Edge computing
Edge_computing,2018,2,19682,Edge computing
Edge_computing,2018,3,21513,Edge computing
Edge_computing,2018,4,20027,Edge computing
Edge_computing,2018,5,22126,Edge computing
Edge_computing,2018,6,19936,Edge computing
Edge_computing,2018,7,18876,Edge computing
Edge_computing,2018,8,21538,Edge computing
Edge_computing,2018,9,24235,Edge computing
Edge_computing,2018,10,24646,Edge computing
Edge_computing,2018,11,22764,Edge computing
Edge_computing,2018,12,20915,Edge computing
Edge_computing,2019,1,26059,Edge computing
Edge_computing,2019,2,25653,Edge computing
Edge_computing,2019,3,26210,Edge computing
Edge_computing,2019,4,26482,Edge computing
Edge_computing,2019,5,27800,Edge computing
Edge_computing,2019,6,24937,Edge computing
Edge_computing,2019,7,26373,Edge computing
Edge_computing,2019,8,25337,Edge computing
Edge_computing,2019,9,28763,Edge computing
Edge_computing,2019,10,32177,Edge computing
Edge_computing,2019,11,30982,Edge computing
Edge_computing,2019,12,28781,Edge computing
Edge_computing,2020,1,33585,Edge computing
Edge_computing,2020,2,34523,Edge computing
Edge_computing,2020,3,29993,Edge computing
Edge_computing,2020,4,34035,Edge computing
Edge_computing,2020,5,33582,Edge computing
Edge_computing,2020,6,32310,Edge computing
Edge_computing,2020,7,32483,Edge computing
Edge_computing,2020,8,32314,Edge computing
Edge_computing,2020,9,33920,Edge computing
Edge_computing,2020,10,35946,Edge computing
Edge_computing,2020,11,33328,Edge computing
Edge_computing,2020,12,32025,Edge computing
Edge_computing,2021,1,35174,Edge computing
Edge_computing,2021,2,33182,Edge computing
Edge_computing,2021,3,37979,Edge computing
Edge_computing,2021,4,36099,Edge computing
Edge_computing,2021,5,39102,Edge computing
Edge_computing,2021,6,36696,Edge computing
Edge_computing,2021,7,36879,Edge computing
Edge_computing,2021,8,45040,Edge computing
Edge_computing,2021,9,42766,Edge computing
Edge_computing,2021,10,41419,Edge computing
Edge_computing,2021,11,39208,Edge computing
Edge_computing,2021,12,35575,Edge computing
Edge_computing,2022,1,36483,Edge computing
Edge_computing,2022,2,35487,Edge computing
Edge_computing,2022,3,36938,Edge computing
Edge_computing,2022,4,33381,Edge computing
Edge_computing,2022,5,36330,Edge computing
Edge_computing,2022,6,33618,Edge computing
Edge_computing,2022,7,29843,Edge computing
Edge_computing,2022,8,32786,Edge computing
Edge_computing,2022,9,32369,Edge computing
Edge_computing,2022,10,33369,Edge computing
Edge_computing,2022,11,32702,Edge computing
Edge_computing,2022,12,26664,Edge computing
Edge_computing,2023,1,34732,Edge computing
Edge_computing,2023,2,28310,Edge computing
Edge_computing,2023,3,30186,Edge computing
Edge_computing,2023,4,21896,Edge computing
Edge_computing,2023,5,24097,Edge computing
Edge_computing,2023,6,22020,Edge computing
Edge_computing,2023,7,20677,Edge computing
Edge_computing,2023,8,20677,Edge computing
Edge_computing,2023,9,19977,Edge computing
Edge_computing,2023,10,21756,Edge computing
Edge_computing,2023,11,20836,Edge computing
Edge_computing,2023,12,18872,Edge computing
Edge_computing,2024,1,28385,Edge computing
Edge_computing,2024,2,24144,Edge computing
Edge_computing,2024,3,26842,Edge computing
Edge_computing,2024,4,20742,Edge computing
Edge_computing,2024,5,20297,Edge computing
Edge_computing,2024,6,20497,Edge computing
Edge_computing,2024,7,18737,Edge computing
Edge_computing,2024,8,18845,Edge computing
Edge_computing,2024,9,20447,Edge computing
Edge_computing,2024,10,21703,Edge computing
Edge_computing,2024,11,23745,Edge computing
Edge_computing,2024,12,27643,Edge computing
Edge_computing,2025,1,27238,Edge computing
Edge_computing,2025,2,17739,Edge computing
Edge_computing,2025,3,24884,Edge computing
Edge_computing,2025,4,19250,Edge computing
Edge_computing,2025,5,16117,Edge computing
Edge_computing,2025,6,16885,Edge computing
Edge_computing,2025,7,16000,Edge computing
Edge_computing,2025,8,17355,Edge computing
Edge_computing,2025,9,15249,Edge computing
Edge_computing,2025,10,16407,Edge computing
Edge_computing,2025,11,17175,Edge computing
Metaverse,2015,7,3118,Metaverse
Metaverse,2015,8,3146,Metaverse
Metaverse,2015,9,3363,Metaverse
Metaverse,2015,10,3610,Metaverse
Metaverse,2015,11,3351,Metaverse
Metaverse,2015,12,3446,Metaverse
Metaverse,2016,1,3679,Metaverse
Metaverse,2016,2,3582,Metaverse
Metaverse,2016,3,3971,Metaverse
Metaverse,2016,4,3921,Metaverse
Metaverse,2016,5,3731,Metaverse
Metaverse,2016,6,3511,Metaverse
Metaverse,2016,7,3485,Metaverse
Metaverse,2016,8,8079,Metaverse
Metaverse,2016,9,3445,Metaverse
Metaverse,2016,10,3283,Metaverse
Metaverse,2016,11,3703,Metaverse
Metaverse,2016,12,3719,Metaverse
Metaverse,2017,1,3755,Metaverse
Metaverse,2017,2,3068,Metaverse
Metaverse,2017,3,3666,Metaverse
Metaverse,2017,4,3995,Metaverse
Metaverse,2017,5,4658,Metaverse
Metaverse,2017,6,5899,Metaverse
Metaverse,2017,7,3923,Metaverse
Metaverse,2017,8,3620,Metaverse
Metaverse,2017,9,4622,Metaverse
Metaverse,2017,10,6461,Metaverse
Metaverse,2017,11,4152,Metaverse
Metaverse,2017,12,4294,Metaverse
Metaverse,2018,1,4432,Metaverse
Metaverse,2018,2,3463,Metaverse
Metaverse,2018,3,4151,Metaverse
Metaverse,2018,4,4028,Metaverse
Metaverse,2018,5,3376,Metaverse
Metaverse,2018,6,3504,Metaverse
Metaverse,2018,7,3732,Metaverse
Metaverse,2018,8,4031,Metaverse
Metaverse,2018,9,3431,Metaverse
Metaverse,2018,10,3555,Metaverse
Metaverse,2018,11,3119,Metaverse
Metaverse,2018,12,3242,Metaverse
Metaverse,2019,1,3921,Metaverse
Metaverse,2019,2,3760,Metaverse
Metaverse,2019,3,3564,Metaverse
Metaverse,2019,4,3545,Metaverse
Metaverse,2019,5,3582,Metaverse
Metaverse,2019,6,4234,Metaverse
Metaverse,2019,7,3902,Metaverse
Metaverse,2019,8,4885,Metaverse
Metaverse,2019,9,4531,Metaverse
Metaverse,2019,10,4640,Metaverse
Metaverse,2019,11,4534,Metaverse
Metaverse,2019,12,6349,Metaverse
Metaverse,2020,1,82140,Metaverse
Metaverse,2020,2,5808,Metaverse
Metaverse,2020,3,4593,Metaverse
Metaverse,2020,4,8962,Metaverse
Metaverse,2020,5,8597,Metaverse
Metaverse,2020,6,6212,Metaverse
Metaverse,2020,7,7066,Metaverse
Metaverse,2020,8,7293,Metaverse
Metaverse,2020,9,6998,Metaverse
Metaverse,2020,10,7981,Metaverse
Metaverse,2020,11,8232,Metaverse
Metaverse,2020,12,8116,Metaverse
Metaverse,2021,1,11005,Metaverse
Metaverse,2021,2,12609,Metaverse
Metaverse,2021,3,28830,Metaverse
Metaverse,2021,4,35890,Metaverse
Metaverse,2021,5,32644,Metaverse
Metaverse,2021,6,29862,Metaverse
Metaverse,2021,7,63429,Metaverse
Metaverse,2021,8,100029,Metaverse
Metaverse,2021,9,92306,Metaverse
Metaverse,2021,10,517567,Metaverse
Metaverse,2021,11,700403,Metaverse
Metaverse,2021,12,673558,Metaverse
Metaverse,2022,1,686980,Metaverse
Metaverse,2022,2,523708,Metaverse
Metaverse,2022,3,325738,Metaverse
Metaverse,2022,4,247087,Metaverse
Metaverse,2022,5,194363,Metaverse
Metaverse,2022,6,172347,Metaverse
Metaverse,2022,7,150643,Metaverse
Metaverse,2022,8,188025,Metaverse
Metaverse,2022,9,192739,Metaverse
Metaverse,2022,10,275096,Metaverse
Metaverse,2022,11,254397,Metaverse
Metaverse,2022,12,132622,Metaverse
Metaverse,2023,1,124532,Metaverse
Metaverse,2023,2,109734,Metaverse
Metaverse,2023,3,122048,Metaverse
Metaverse,2023,4,73147,Metaverse
Metaverse,2023,5,78476,Metaverse
Metaverse,2023,6,66087,Metaverse
Metaverse,2023,7,73822,Metaverse
Metaverse,2023,8,60226,Metaverse
Metaverse,2023,9,58992,Metaverse
Metaverse,2023,10,71935,Metaverse
Metaverse,2023,11,53731,Metaverse
Metaverse,2023,12,49511,Metaverse
Metaverse,2024,1,74108,Metaverse
Metaverse,2024,2,60060,Metaverse
Metaverse,2024,3,58008,Metaverse
Metaverse,2024,4,63382,Metaverse
Metaverse,2024,5,61733,Metaverse
Metaverse,2024,6,64292,Metaverse
Metaverse,2024,7,45348,Metaverse
Metaverse,2024,8,44582,Metaverse
Metaverse,2024,9,50779,Metaverse
Metaverse,2024,10,49646,Metaverse
Metaverse,2024,11,52195,Metaverse
Metaverse,2024,12,53053,Metaverse
Metaverse,2025,1,58430,Metaverse
Metaverse,2025,2,43312,Metaverse
Metaverse,2025,3,47461,Metaverse
Metaverse,2025,4,58496,Metaverse
Metaverse,2025,5,53625,Metaverse
Metaverse,2025,6,35741,Metaverse
Metaverse,2025,7,31695,Metaverse
Metaverse,2025,8,32304,Metaverse
Metaverse,2025,9,33194,Metaverse
Metaverse,2025,10,31517,Metaverse
Metaverse,2025,11,32019,Metaverse
Chatbot,2015,7,2535,Chatbot
Chatbot,2015,8,2154,Chatbot
Chatbot,2015,9,2433,Chatbot
Chatbot,2015,10,2531,Chatbot
Chatbot,2015,11,2018,Chatbot
Chatbot,2015,12,2592,Chatbot
Chatbot,2016,1,2701,Chatbot
Chatbot,2016,2,2841,Chatbot
Chatbot,2016,3,6110,Chatbot
Chatbot,2016,4,20651,Chatbot
Chatbot,2016,5,11957,Chatbot
Chatbot,2016,6,13305,Chatbot
Chatbot,2016,7,14027,Chatbot
Chatbot,2016,8,11291,Chatbot
Chatbot,2016,9,13744,Chatbot
Chatbot,2016,10,15056,Chatbot
Chatbot,2016,11,16313,Chatbot
Chatbot,2016,12,15995,Chatbot
Chatbot,2017,1,25074,Chatbot
Chatbot,2017,2,32971,Chatbot
Chatbot,2017,3,37500,Chatbot
Chatbot,2017,4,32626,Chatbot
Chatbot,2017,5,36109,Chatbot
Chatbot,2017,6,34247,Chatbot
Chatbot,2017,7,35017,Chatbot
Chatbot,2017,8,42474,Chatbot
Chatbot,2017,9,39737,Chatbot
Chatbot,2017,10,41850,Chatbot
Chatbot,2017,11,40928,Chatbot
Chatbot,2017,12,33491,Chatbot
Chatbot,2018,1,39189,Chatbot
Chatbot,2018,2,36963,Chatbot
Chatbot,2018,3,39111,Chatbot
Chatbot,2018,4,35893,Chatbot
Chatbot,2018,5,38756,Chatbot
Chatbot,2018,6,35504,Chatbot
Chatbot,2018,7,36618,Chatbot
Chatbot,2018,8,37264,Chatbot
Chatbot,2018,9,34613,Chatbot
Chatbot,2018,10,37383,Chatbot
Chatbot,2018,11,32964,Chatbot
Chatbot,2018,12,29781,Chatbot
Chatbot,2019,1,33125,Chatbot
Chatbot,2019,2,31808,Chatbot
Chatbot,2019,3,37343,Chatbot
Chatbot,2019,4,33548,Chatbot
Chatbot,2019,5,31582,Chatbot
Chatbot,2019,6,26903,Chatbot
Chatbot,2019,7,29016,Chatbot
Chatbot,2019,8,29569,Chatbot
Chatbot,2019,9,29130,Chatbot
Chatbot,2019,10,29721,Chatbot
Chatbot,2019,11,32565,Chatbot
Chatbot,2019,12,28768,Chatbot
Chatbot,2020,1,32026,Chatbot
Chatbot,2020,2,29252,Chatbot
Chatbot,2020,3,30120,Chatbot
Chatbot,2020,4,33166,Chatbot
Chatbot,2020,5,28401,Chatbot
Chatbot,2020,6,25412,Chatbot
Chatbot,2020,7,25425,Chatbot
Chatbot,2020,8,23351,Chatbot
Chatbot,2020,9,23267,Chatbot
Chatbot,2020,10,27883,Chatbot
Chatbot,2020,11,27939,Chatbot
Chatbot,2020,12,27149,Chatbot
Chatbot,2021,1,26633,Chatbot
Chatbot,2021,2,24251,Chatbot
Chatbot,2021,3,38039,Chatbot
Chatbot,2021,4,23297,Chatbot
Chatbot,2021,5,22525,Chatbot
Chatbot,2021,6,21790,Chatbot
Chatbot,2021,7,24979,Chatbot
Chatbot,2021,8,22206,Chatbot
Chatbot,2021,9,24354,Chatbot
Chatbot,2021,10,22592,Chatbot
Chatbot,2021,11,23393,Chatbot
Chatbot,2021,12,22665,Chatbot
Chatbot,2022,1,23880,Chatbot
Chatbot,2022,2,21847,Chatbot
Chatbot,2022,3,24536,Chatbot
Chatbot,2022,4,20971,Chatbot
Chatbot,2022,5,23187,Chatbot
Chatbot,2022,6,23698,Chatbot
Chatbot,2022,7,21157,Chatbot
Chatbot,2022,8,21545,Chatbot
Chatbot,2022,9,22844,Chatbot
Chatbot,2022,10,28962,Chatbot
Chatbot,2022,11,23601,Chatbot
Chatbot,2022,12,63076,Chatbot
Chatbot,2023,1,120598,Chatbot
Chatbot,2023,2,140402,Chatbot
Chatbot,2023,3,97503,Chatbot
Chatbot,2023,4,75255,Chatbot
Chatbot,2023,5,80016,Chatbot
Chatbot,2023,6,64888,Chatbot
Chatbot,2023,7,48561,Chatbot
Chatbot,2023,8,45067,Chatbot
Chatbot,2023,9,45388,Chatbot
Chatbot,2023,10,42480,Chatbot
Chatbot,2023,11,43715,Chatbot
Chatbot,2023,12,43050,Chatbot
Chatbot,2024,1,74097,Chatbot
Chatbot,2024,2,55304,Chatbot
Chatbot,2024,3,57695,Chatbot
Chatbot,2024,4,55690,Chatbot
Chatbot,2024,5,111133,Chatbot
Chatbot,2024,6,98432,Chatbot
Chatbot,2024,7,90297,Chatbot
Chatbot,2024,8,82182,Chatbot
Chatbot,2024,9,153406,Chatbot
Chatbot,2024,10,212104,Chatbot
Chatbot,2024,11,109251,Chatbot
Chatbot,2024,12,97893,Chatbot
Chatbot,2025,1,126873,Chatbot
Chatbot,2025,2,81866,Chatbot
Chatbot,2025,3,50794,Chatbot
Chatbot,2025,4,54020,Chatbot
Chatbot,2025,5,40418,Chatbot
Chatbot,2025,6,40525,Chatbot
Chatbot,2025,7,37685,Chatbot
Chatbot,2025,8,40370,Chatbot
Chatbot,2025,9,41899,Chatbot
Chatbot,2025,10,62517,Chatbot
Chatbot,2025,11,57020,Chatbot
Augmented_reality,2015,7,47900,Augmented reality
Augmented_reality,2015,8,46894,Augmented reality
Augmented_reality,2015,9,61536,Augmented reality
Augmented_reality,2015,10,62140,Augmented reality
Augmented_reality,2015,11,58016,Augmented reality
Augmented_reality,2015,12,51845,Augmented reality
Augmented_reality,2016,1,62568,Augmented reality
Augmented_reality,2016,2,67164,Augmented reality
Augmented_reality,2016,3,75246,Augmented reality
Augmented_reality,2016,4,75141,Augmented reality
Augmented_reality,2016,5,68179,Augmented reality
Augmented_reality,2016,6,65120,Augmented reality
Augmented_reality,2016,7,233872,Augmented reality
Augmented_reality,2016,8,107224,Augmented reality
Augmented_reality,2016,9,98638,Augmented reality
Augmented_reality,2016,10,90320,Augmented reality
Augmented_reality,2016,11,89645,Augmented reality
Augmented_reality,2016,12,75848,Augmented reality
Augmented_reality,2017,1,91122,Augmented reality
Augmented_reality,2017,2,93208,Augmented reality
Augmented_reality,2017,3,94552,Augmented reality
Augmented_reality,2017,4,86012,Augmented reality
Augmented_reality,2017,5,82595,Augmented reality
Augmented_reality,2017,6,81062,Augmented reality
Augmented_reality,2017,7,75184,Augmented reality
Augmented_reality,2017,8,76112,Augmented reality
Augmented_reality,2017,9,111057,Augmented reality
Augmented_reality,2017,10,98588,Augmented reality
Augmented_reality,2017,11,97891,Augmented reality
Augmented_reality,2017,12,85674,Augmented reality
Augmented_reality,2018,1,90945,Augmented reality
Augmented_reality,2018,2,85208,Augmented reality
Augmented_reality,2018,3,87426,Augmented reality
Augmented_reality,2018,4,83762,Augmented reality
Augmented_reality,2018,5,78851,Augmented reality
Augmented_reality,2018,6,71496,Augmented reality
Augmented_reality,2018,7,78205,Augmented reality
Augmented_reality,2018,8,82247,Augmented reality
Augmented_reality,2018,9,89939,Augmented reality
Augmented_reality,2018,10,87741,Augmented reality
Augmented_reality,2018,11,77706,Augmented reality
Augmented_reality,2018,12,75181,Augmented reality
Augmented_reality,2019,1,79622,Augmented reality
Augmented_reality,2019,2,75070,Augmented reality
Augmented_reality,2019,3,84899,Augmented reality
Augmented_reality,2019,4,73837,Augmented reality
Augmented_reality,2019,5,72558,Augmented reality
Augmented_reality,2019,6,65926,Augmented reality
Augmented_reality,2019,7,80498,Augmented reality
Augmented_reality,2019,8,76135,Augmented reality
Augmented_reality,2019,9,81806,Augmented reality
Augmented_reality,2019,10,89000,Augmented reality
Augmented_reality,2019,11,94713,Augmented reality
Augmented_reality,2019,12,77557,Augmented reality
Augmented_reality,2020,1,80276,Augmented reality
Augmented_reality,2020,2,73061,Augmented reality
Augmented_reality,2020,3,73032,Augmented reality
Augmented_reality,2020,4,78389,Augmented reality
Augmented_reality,2020,5,79687,Augmented reality
Augmented_reality,2020,6,68699,Augmented reality
Augmented_reality,2020,7,76955,Augmented reality
Augmented_reality,2020,8,63389,Augmented reality
Augmented_reality,2020,9,73766,Augmented reality
Augmented_reality,2020,10,88200,Augmented reality
Augmented_reality,2020,11,80906,Augmented reality
Augmented_reality,2020,12,73227,Augmented reality
Augmented_reality,2021,1,70503,Augmented reality
Augmented_reality,2021,2,68086,Augmented reality
Augmented_reality,2021,3,81451,Augmented reality
Augmented_reality,2021,4,70589,Augmented reality
Augmented_reality,2021,5,63808,Augmented reality
Augmented_reality,2021,6,58656,Augmented reality
Augmented_reality,2021,7,66582,Augmented reality
Augmented_reality,2021,8,60831,Augmented reality
Augmented_reality,2021,9,67607,Augmented reality
Augmented_reality,2021,10,79269,Augmented reality
Augmented_reality,2021,11,80083,Augmented reality
Augmented_reality,2021,12,78949,Augmented reality
Augmented_reality,2022,1,77631,Augmented reality
Augmented_reality,2022,2,83318,Augmented reality
Augmented_reality,2022,3,74938,Augmented reality
Augmented_reality,2022,4,65951,Augmented reality
Augmented_reality,2022,5,68300,Augmented reality
Augmented_reality,2022,6,63542,Augmented reality
Augmented_reality,2022,7,72236,Augmented reality
Augmented_reality,2022,8,84300,Augmented reality
Augmented_reality,2022,9,103124,Augmented reality
Augmented_reality,2022,10,123765,Augmented reality
Augmented_reality,2022,11,103042,Augmented reality
Augmented_reality,2022,12,70066,Augmented reality
Augmented_reality,2023,1,86377,Augmented reality
Augmented_reality,2023,2,83987,Augmented reality
Augmented_reality,2023,3,92098,Augmented reality
Augmented_reality,2023,4,60232,Augmented reality
Augmented_reality,2023,5,73733,Augmented reality
Augmented_reality,2023,6,103843,Augmented reality
Augmented_reality,2023,7,83519,Augmented reality
Augmented_reality,2023,8,74239,Augmented reality
Augmented_reality,2023,9,79231,Augmented reality
Augmented_reality,2023,10,85586,Augmented reality
Augmented_reality,2023,11,85065,Augmented reality
Augmented_reality,2023,12,83020,Augmented reality
Augmented_reality,2024,1,121778,Augmented reality
Augmented_reality,2024,2,94977,Augmented reality
Augmented_reality,2024,3,93864,Augmented reality
Augmented_reality,2024,4,86322,Augmented reality
Augmented_reality,2024,5,58943,Augmented reality
Augmented_reality,2024,6,43199,Augmented reality
Augmented_reality,2024,7,47017,Augmented reality
Augmented_reality,2024,8,46448,Augmented reality
Augmented_reality,2024,9,49108,Augmented reality
Augmented_reality,2024,10,50569,Augmented reality
Augmented_reality,2024,11,50330,Augmented reality
Augmented_reality,2024,12,48909,Augmented reality
Augmented_reality,2025,1,52006,Augmented reality
Augmented_reality,2025,2,44492,Augmented reality
Augmented_reality,2025,3,60732,Augmented reality
Augmented_reality,2025,4,48936,Augmented reality
Augmented_reality,2025,5,56188,Augmented reality
Augmented_reality,2025,6,61904,Augmented reality
Augmented_reality,2025,7,32868,Augmented reality
Augmented_reality,2025,8,50219,Augmented reality
Augmented_reality,2025,9,50670,Augmented reality
Augmented_reality,2025,10,50902,Augmented reality
Augmented_reality,2025,11,41932,Augmented reality
Big_data,2015,7,125286,Big data
Big_data,2015,8,140348,Big data
Big_data,2015,9,148949,Big data
Big_data,2015,10,159006,Big data
Big_data,2015,11,140365,Big data
Big_data,2015,12,125449,Big data
Big_data,2016,1,141163,Big data
Big_data,2016,2,149836,Big data
Big_data,2016,3,146899,Big data
Big_data,2016,4,134730,Big data
Big_data,2016,5,129602,Big data
Big_data,2016,6,117184,Big data
Big_data,2016,7,120045,Big data
Big_data,2016,8,118243,Big data
Big_data,2016,9,134542,Big data
Big_data,2016,10,128501,Big data
Big_data,2016,11,128733,Big data
Big_data,2016,12,112260,Big data
Big_data,2017,1,117829,Big data
Big_data,2017,2,121150,Big data
Big_data,2017,3,135630,Big data
Big_data,2017,4,121096,Big data
Big_data,2017,5,125755,Big data
Big_data,2017,6,114644,Big data
Big_data,2017,7,120936,Big data
Big_data,2017,8,117184,Big data
Big_data,2017,9,117194,Big data
Big_data,2017,10,126003,Big data
Big_data,2017,11,147084,Big data
Big_data,2017,12,127932,Big data
Big_data,2018,1,151512,Big data
Big_data,2018,2,122860,Big data
Big_data,2018,3,126814,Big data
Big_data,2018,4,116624,Big data
Big_data,2018,5,114669,Big data
Big_data,2018,6,101138,Big data
Big_data,2018,7,113359,Big data
Big_data,2018,8,112904,Big data
Big_data,2018,9,122419,Big data
Big_data,2018,10,123912,Big data
Big_data,2018,11,110019,Big data
Big_data,2018,12,94212,Big data
Big_data,2019,1,100894,Big data
Big_data,2019,2,98307,Big data
Big_data,2019,3,108823,Big data
Big_data,2019,4,104631,Big data
Big_data,2019,5,97938,Big data
Big_data,2019,6,103217,Big data
Big_data,2019,7,131993,Big data
Big_data,2019,8,102904,Big data
Big_data,2019,9,104633,Big data
Big_data,2019,10,102800,Big data
Big_data,2019,11,103416,Big data
Big_data,2019,12,89328,Big data
Big_data,2020,1,89702,Big data
Big_data,2020,2,85098,Big data
Big_data,2020,3,84470,Big data
Big_data,2020,4,98977,Big data
Big_data,2020,5,80545,Big data
Big_data,2020,6,72703,Big data
Big_data,2020,7,73741,Big data
Big_data,2020,8,88814,Big data
Big_data,2020,9,81609,Big data
Big_data,2020,10,84471,Big data
Big_data,2020,11,87019,Big data
Big_data,2020,12,78073,Big data
Big_data,2021,1,75608,Big data
Big_data,2021,2,71674,Big data
Big_data,2021,3,85120,Big data
Big_data,2021,4,69801,Big data
Big_data,2021,5,66351,Big data
Big_data,2021,6,64765,Big data
Big_data,2021,7,72922,Big data
Big_data,2021,8,66025,Big data
Big_data,2021,9,76913,Big data
Big_data,2021,10,75092,Big data
Big_data,2021,11,74638,Big data
Big_data,2021,12,65423,Big data
Big_data,2022,1,67333,Big data
Big_data,2022,2,64259,Big data
Big_data,2022,3,70760,Big data
Big_data,2022,4,63732,Big data
Big_data,2022,5,63218,Big data
Big_data,2022,6,53096,Big data
Big_data,2022,7,62568,Big data
Big_data,2022,8,79405,Big data
Big_data,2022,9,80939,Big data
Big_data,2022,10,99250,Big data
Big_data,2022,11,80697,Big data
Big_data,2022,12,59129,Big data
Big_data,2023,1,69920,Big data
Big_data,2023,2,58990,Big data
Big_data,2023,3,62327,Big data
Big_data,2023,4,48754,Big data
Big_data,2023,5,55198,Big data
Big_data,2023,6,85400,Big data
Big_data,2023,7,84667,Big data
Big_data,2023,8,50458,Big data
Big_data,2023,9,47408,Big data
Big_data,2023,10,54119,Big data
Big_data,2023,11,49682,Big data
Big_data,2023,12,42175,Big data
Big_data,2024,1,54308,Big data
Big_data,2024,2,45766,Big data
Big_data,2024,3,47237,Big data
Big_data,2024,4,41819,Big data
Big_data,2024,5,42452,Big data
Big_data,2024,6,36979,Big data
Big_data,2024,7,36991,Big data
Big_data,2024,8,36590,Big data
Big_data,2024,9,40492,Big data
Big_data,2024,10,39656,Big data
Big_data,2024,11,42803,Big data
Big_data,2024,12,35857,Big data
Big_data,2025,1,37535,Big data
Big_data,2025,2,37114,Big data
Big_data,2025,3,37181,Big data
Big_data,2025,4,35801,Big data
Big_data,2025,5,32097,Big data
Big_data,2025,6,29637,Big data
Big_data,2025,7,25603,Big data
Big_data,2025,8,27331,Big data
Big_data,2025,9,31005,Big data
Big_data,2025,10,29042,Big data
Big_data,2025,11,28370,Big data
Generative_artificial_intelligence,2023,3,10538,Generative artificial intelligence
Generative_artificial_intelligence,2023,4,32262,Generative artificial intelligence
Generative_artificial_intelligence,2023,5,68923,Generative artificial intelligence
Generative_artificial_intelligence,2023,6,75657,Generative artificial intelligence
Generative_artificial_intelligence,2023,7,74229,Generative artificial intelligence
Generative_artificial_intelligence,2023,8,77577,Generative artificial intelligence
Generative_artificial_intelligence,2023,9,76690,Generative artificial intelligence
Generative_artificial_intelligence,2023,10,86399,Generative artificial intelligence
Generative_artificial_intelligence,2023,11,90596,Generative artificial intelligence
Generative_artificial_intelligence,2023,12,95803,Generative artificial intelligence
Generative_artificial_intelligence,2024,1,125821,Generative artificial intelligence
Generative_artificial_intelligence,2024,2,112045,Generative artificial intelligence
Generative_artificial_intelligence,2024,3,114468,Generative artificial intelligence
Generative_artificial_intelligence,2024,4,95886,Generative artificial intelligence
Generative_artificial_intelligence,2024,5,108891,Generative artificial intelligence
Generative_artificial_intelligence,2024,6,102049,Generative artificial intelligence
Generative_artificial_intelligence,2024,7,91500,Generative artificial intelligence
Generative_artificial_intelligence,2024,8,88067,Generative artificial intelligence
Generative_artificial_intelligence,2024,9,95695,Generative artificial intelligence
Generative_artificial_intelligence,2024,10,101643,Generative artificial intelligence
Generative_artificial_intelligence,2024,11,125097,Generative artificial intelligence
Generative_artificial_intelligence,2024,12,84140,Generative artificial intelligence
Generative_artificial_intelligence,2025,1,130082,Generative artificial intelligence
Generative_artificial_intelligence,2025,2,118675,Generative artificial intelligence
Generative_artificial_intelligence,2025,3,117651,Generative artificial intelligence
Generative_artificial_intelligence,2025,4,149365,Generative artificial intelligence
Generative_artificial_intelligence,2025,5,131635,Generative artificial intelligence
Generative_artificial_intelligence,2025,6,111214,Generative artificial intelligence
Generative_artificial_intelligence,2025,7,108442,Generative artificial intelligence
Generative_artificial_intelligence,2025,8,100463,Generative artificial intelligence
Generative_artificial_intelligence,2025,9,106825,Generative artificial intelligence
Generative_artificial_intelligence,2025,10,143695,Generative artificial intelligence
Generative_artificial_intelligence,2025,11,128730,Generative artificial intelligence
